"TIER","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Highway Vehicles","CT","09","Hartford","003","Carbon Monoxide","CAP","41849.5035471","TON"
"Highway Vehicles","CT","09","Fairfield","001","Carbon Monoxide","CAP","39833.4009737","TON"
"Off-Highway","CT","09","Fairfield","001","Carbon Monoxide","CAP","39300.846238416","TON"
"Highway Vehicles","CT","09","New Haven","009","Carbon Monoxide","CAP","36917.8408499","TON"
"Off-Highway","CT","09","Hartford","003","Carbon Monoxide","CAP","26889.93536302734","TON"
"Off-Highway","CT","09","New Haven","009","Carbon Monoxide","CAP","23102.1083817134","TON"
"Highway Vehicles","CT","09","New London","011","Carbon Monoxide","CAP","13339.7692442","TON"
"Natural Resources","CT","09","Litchfield","005","Volatile Organic Compounds","CAP","11091.02","TON"
"Natural Resources","CT","09","New London","011","Volatile Organic Compounds","CAP","10189.98","TON"
"Highway Vehicles","CT","09","Middlesex","007","Carbon Monoxide","CAP","8831.852366434","TON"
"Natural Resources","CT","09","Fairfield","001","Volatile Organic Compounds","CAP","8576.61","TON"
"Highway Vehicles","CT","09","Litchfield","005","Carbon Monoxide","CAP","8212.150584556","TON"
"Off-Highway","CT","09","Litchfield","005","Carbon Monoxide","CAP","8050.088915815","TON"
"Natural Resources","CT","09","Windham","015","Volatile Organic Compounds","CAP","7986.748","TON"
"Natural Resources","CT","09","New Haven","009","Volatile Organic Compounds","CAP","7943.322","TON"
"Natural Resources","CT","09","Hartford","003","Volatile Organic Compounds","CAP","7776.3","TON"
"Off-Highway","CT","09","New London","011","Carbon Monoxide","CAP","7701.09575985185","TON"
"Solvent Utilization","CT","09","Hartford","003","Volatile Organic Compounds","CAP","7293.554619567","TON"
"Natural Resources","CT","09","Middlesex","007","Volatile Organic Compounds","CAP","7053.324","TON"
"Highway Vehicles","CT","09","Tolland","013","Carbon Monoxide","CAP","7032.10382515","TON"
"Miscellaneous","CT","09","Tolland","013","PM10 Primary (Filt + Cond)","CAP","6562.45820995135","TON"
"Natural Resources","CT","09","Tolland","013","Volatile Organic Compounds","CAP","6342.593","TON"
"Fuel Comb. Other","CT","09","Hartford","003","Carbon Monoxide","CAP","6335.88235734","TON"
"Highway Vehicles","CT","09","Windham","015","Carbon Monoxide","CAP","6312.125841","TON"
"Off-Highway","CT","09","Middlesex","007","Carbon Monoxide","CAP","5901.660933658","TON"
"Solvent Utilization","CT","09","New Haven","009","Volatile Organic Compounds","CAP","5878.791267","TON"
"Solvent Utilization","CT","09","Fairfield","001","Volatile Organic Compounds","CAP","5853.620810209","TON"
"Fuel Comb. Other","CT","09","Fairfield","001","Carbon Monoxide","CAP","5796.60206045","TON"
"Fuel Comb. Other","CT","09","New Haven","009","Carbon Monoxide","CAP","5097.425033464","TON"
"Highway Vehicles","CT","09","Fairfield","001","Nitrogen Oxides","CAP","5012.4175307","TON"
"Highway Vehicles","CT","09","Hartford","003","Nitrogen Oxides","CAP","4983.18416741","TON"
"Highway Vehicles","CT","09","New Haven","009","Nitrogen Oxides","CAP","4747.03543522","TON"
"Highway Vehicles","CT","09","Fairfield","001","Volatile Organic Compounds","CAP","3813.70963739","TON"
"Highway Vehicles","CT","09","Hartford","003","Volatile Organic Compounds","CAP","3811.53666973","TON"
"Highway Vehicles","CT","09","New Haven","009","Volatile Organic Compounds","CAP","3398.83134223","TON"
"Fuel Comb. Other","CT","09","Litchfield","005","Carbon Monoxide","CAP","3397.58850635","TON"
"Off-Highway","CT","09","Windham","015","Carbon Monoxide","CAP","3216.095907048","TON"
"Fuel Comb. Other","CT","09","New London","011","Carbon Monoxide","CAP","3085.25234436","TON"
"Off-Highway","CT","09","Tolland","013","Carbon Monoxide","CAP","3056.551901575","TON"
"Off-Highway","CT","09","Fairfield","001","Nitrogen Oxides","CAP","2795.860658475","TON"
"Off-Highway","CT","09","Fairfield","001","Volatile Organic Compounds","CAP","2613.47081220781","TON"
"Off-Highway","CT","09","Multiple (portable facilities)","777","Lead","CAP/HAP","2527.092","LB"
"Solvent Utilization","CT","09","New London","011","Volatile Organic Compounds","CAP","2468.10429403","TON"
"Miscellaneous","CT","09","Fairfield","001","PM10 Primary (Filt + Cond)","CAP","2431.833920538","TON"
"Miscellaneous","CT","09","Hartford","003","PM10 Primary (Filt + Cond)","CAP","2400.7388424065","TON"
"Fuel Comb. Other","CT","09","Hartford","003","Nitrogen Oxides","CAP","2392.3211991","TON"
"Off-Highway","CT","09","Hartford","003","Nitrogen Oxides","CAP","2322.39067841913","TON"
"Fuel Comb. Other","CT","09","Fairfield","001","Nitrogen Oxides","CAP","2301.67325424","TON"
"Off-Highway","CT","09","New Haven","009","Nitrogen Oxides","CAP","2281.2038937788","TON"
"Fuel Comb. Other","CT","09","Tolland","013","Carbon Monoxide","CAP","2122.20981609","TON"
"Fuel Comb. Other","CT","09","Middlesex","007","Carbon Monoxide","CAP","2106.09556895","TON"
"Fuel Comb. Other","CT","09","New Haven","009","Nitrogen Oxides","CAP","2026.03251255","TON"
"Miscellaneous","CT","09","New London","011","PM10 Primary (Filt + Cond)","CAP","1871.5830790562","TON"
"Off-Highway","CT","09","New London","011","Nitrogen Oxides","CAP","1840.3947003529","TON"
"Fuel Comb. Other","CT","09","Windham","015","Carbon Monoxide","CAP","1805.772443768","TON"
"Highway Vehicles","CT","09","New London","011","Nitrogen Oxides","CAP","1769.300634422","TON"
"Off-Highway","CT","09","Hartford","003","Volatile Organic Compounds","CAP","1737.69695317708","TON"
"Miscellaneous","CT","09","New Haven","009","PM10 Primary (Filt + Cond)","CAP","1721.3191053024","TON"
"Off-Highway","CT","09","New Haven","009","Volatile Organic Compounds","CAP","1574.577978660373","TON"
"Miscellaneous","CT","09","Litchfield","005","PM10 Primary (Filt + Cond)","CAP","1414.32017406598","TON"
"Miscellaneous","CT","09","Tolland","013","PM2.5 Primary (Filt + Cond)","CAP","1277.53785240544","TON"
"Highway Vehicles","CT","09","New London","011","Volatile Organic Compounds","CAP","1227.755530837","TON"
"Natural Resources","CT","09","Litchfield","005","Carbon Monoxide","CAP","1195.477","TON"
"Highway Vehicles","CT","09","Middlesex","007","Nitrogen Oxides","CAP","1173.9545986512","TON"
"Solvent Utilization","CT","09","Litchfield","005","Volatile Organic Compounds","CAP","1148.93293429","TON"
"Waste Disposal & Recycling","CT","09","Fairfield","001","Nitrogen Oxides","CAP","1091.5499823","TON"
"Solvent Utilization","CT","09","Middlesex","007","Volatile Organic Compounds","CAP","1020.99460801","TON"
"Highway Vehicles","CT","09","Tolland","013","Nitrogen Oxides","CAP","944.049496501","TON"
"Miscellaneous","CT","09","Windham","015","PM10 Primary (Filt + Cond)","CAP","932.20719067065","TON"
"Natural Resources","CT","09","Hartford","003","Carbon Monoxide","CAP","931.6167","TON"
"Storage & Transport","CT","09","Fairfield","001","Volatile Organic Compounds","CAP","924.22307214","TON"
"Waste Disposal & Recycling","CT","09","Hartford","003","Nitrogen Oxides","CAP","919.6689105","TON"
"Highway Vehicles","CT","09","Litchfield","005","Nitrogen Oxides","CAP","913.93485038034","TON"
"Natural Resources","CT","09","New London","011","Carbon Monoxide","CAP","903.0566","TON"
"Natural Resources","CT","09","Fairfield","001","Carbon Monoxide","CAP","892.4632","TON"
"Off-Highway","CT","09","New London","011","Volatile Organic Compounds","CAP","883.75256322614","TON"
"Highway Vehicles","CT","09","Litchfield","005","Volatile Organic Compounds","CAP","876.29470274642","TON"
"Fuel Comb. Other","CT","09","Hartford","003","PM10 Primary (Filt + Cond)","CAP","868.584885956","TON"
"Fuel Comb. Other","CT","09","Hartford","003","Volatile Organic Compounds","CAP","866.9225619365","TON"
"Natural Resources","CT","09","New Haven","009","Carbon Monoxide","CAP","854.4061","TON"
"Fuel Comb. Other","CT","09","Hartford","003","PM2.5 Primary (Filt + Cond)","CAP","845.445486921","TON"
"Storage & Transport","CT","09","New Haven","009","Volatile Organic Compounds","CAP","836.86346249","TON"
"Off-Highway","CT","09","Litchfield","005","Volatile Organic Compounds","CAP","833.0990974183","TON"
"Solvent Utilization","CT","09","Tolland","013","Volatile Organic Compounds","CAP","811.2509929","TON"
"Highway Vehicles","CT","09","Middlesex","007","Volatile Organic Compounds","CAP","785.04956604543","TON"
"Fuel Comb. Other","CT","09","Fairfield","001","PM10 Primary (Filt + Cond)","CAP","783.7402305712375","TON"
"Solvent Utilization","CT","09","Windham","015","Volatile Organic Compounds","CAP","781.7789371","TON"
"Fuel Comb. Industrial","CT","09","Hartford","003","Nitrogen Oxides","CAP","776.452765818","TON"
"Highway Vehicles","CT","09","Windham","015","Nitrogen Oxides","CAP","766.8992186171","TON"
"Fuel Comb. Other","CT","09","Fairfield","001","PM2.5 Primary (Filt + Cond)","CAP","761.2113971702375","TON"
"Fuel Comb. Other","CT","09","Fairfield","001","Volatile Organic Compounds","CAP","756.9925522778","TON"
"Fuel Comb. Industrial","CT","09","Hartford","003","Carbon Monoxide","CAP","744.516065987","TON"
"Natural Resources","CT","09","Windham","015","Carbon Monoxide","CAP","738.3969","TON"
"Miscellaneous","CT","09","Middlesex","007","PM10 Primary (Filt + Cond)","CAP","719.59107554996","TON"
"Fuel Comb. Other","CT","09","New Haven","009","PM10 Primary (Filt + Cond)","CAP","694.3641037138","TON"
"Fuel Comb. Other","CT","09","New Haven","009","PM2.5 Primary (Filt + Cond)","CAP","674.7909349094","TON"
"Fuel Comb. Other","CT","09","New Haven","009","Volatile Organic Compounds","CAP","673.2992025068","TON"
"Highway Vehicles","CT","09","Tolland","013","Volatile Organic Compounds","CAP","665.438115368","TON"
"Fuel Comb. Other","CT","09","New London","011","Nitrogen Oxides","CAP","649.95345195","TON"
"Natural Resources","CT","09","Middlesex","007","Carbon Monoxide","CAP","645.8478","TON"
"Waste Disposal & Recycling","CT","09","New London","011","Nitrogen Oxides","CAP","634.5930915","TON"
"Fuel Comb. Other","CT","09","Middlesex","007","Nitrogen Oxides","CAP","631.19528314","TON"
"Other Industrial Processes","CT","09","Litchfield","005","PM10 Primary (Filt + Cond)","CAP","629.5177253925","TON"
"Natural Resources","CT","09","Tolland","013","Carbon Monoxide","CAP","624.2581","TON"
"Other Industrial Processes","CT","09","New Haven","009","PM10 Primary (Filt + Cond)","CAP","619.04005162199","TON"
"Highway Vehicles","CT","09","Windham","015","Volatile Organic Compounds","CAP","618.7975181926","TON"
"Miscellaneous","CT","09","Litchfield","005","Ammonia","CAP","616.2008899","TON"
"Other Industrial Processes","CT","09","Hartford","003","PM10 Primary (Filt + Cond)","CAP","608.8365732170971","TON"
"Waste Disposal & Recycling","CT","09","Hartford","003","Volatile Organic Compounds","CAP","604.714575663","TON"
"Other Industrial Processes","CT","09","Fairfield","001","PM10 Primary (Filt + Cond)","CAP","600.91722575","TON"
"Off-Highway","CT","09","Hartford","003","Lead","CAP/HAP","592.5821779293","LB"
"Fuel Comb. Industrial","CT","09","Fairfield","001","Nitrogen Oxides","CAP","567.19746187","TON"
"Storage & Transport","CT","09","Hartford","003","Volatile Organic Compounds","CAP","551.233513536","TON"
"Off-Highway","CT","09","Middlesex","007","Volatile Organic Compounds","CAP","535.7206943588","TON"
"Off-Highway","CT","09","Middlesex","007","Nitrogen Oxides","CAP","535.1450130248","TON"
"Miscellaneous","CT","09","Windham","015","Ammonia","CAP","533.442433","TON"
"Other Industrial Processes","CT","09","Fairfield","001","PM2.5 Primary (Filt + Cond)","CAP","516.42252125","TON"
"Fuel Comb. Industrial","CT","09","New Haven","009","Nitrogen Oxides","CAP","514.14370257","TON"
"Off-Highway","CT","09","Fairfield","001","Lead","CAP/HAP","509.01200820858","LB"
"Fuel Comb. Industrial","CT","09","Fairfield","001","Carbon Monoxide","CAP","491.316268518","TON"
"Off-Highway","CT","09","Litchfield","005","Nitrogen Oxides","CAP","489.1410963532","TON"
"Waste Disposal & Recycling","CT","09","Hartford","003","Carbon Monoxide","CAP","473.02032","TON"
"Fuel Comb. Other","CT","09","Litchfield","005","Volatile Organic Compounds","CAP","472.7909429917","TON"
"Fuel Comb. Industrial","CT","09","New Haven","009","Carbon Monoxide","CAP","472.1675445116","TON"
"Fuel Comb. Other","CT","09","Litchfield","005","PM10 Primary (Filt + Cond)","CAP","470.799869357","TON"
"Fuel Comb. Other","CT","09","Litchfield","005","PM2.5 Primary (Filt + Cond)","CAP","466.322187668","TON"
"Other Industrial Processes","CT","09","New Haven","009","PM2.5 Primary (Filt + Cond)","CAP","454.41049862199","TON"
"Other Industrial Processes","CT","09","Fairfield","001","Carbon Monoxide","CAP","438.12097","TON"
"Other Industrial Processes","CT","09","Hartford","003","PM2.5 Primary (Filt + Cond)","CAP","438.1161334170971","TON"
"Highway Vehicles","CT","09","Fairfield","001","PM10 Primary (Filt + Cond)","CAP","435.9499364","TON"
"Fuel Comb. Other","CT","09","Litchfield","005","Nitrogen Oxides","CAP","432.81064176","TON"
"Fuel Comb. Other","CT","09","New London","011","PM10 Primary (Filt + Cond)","CAP","430.822342392","TON"
"Off-Highway","CT","09","New Haven","009","Lead","CAP/HAP","423.877224652","LB"
"Fuel Comb. Other","CT","09","New London","011","PM2.5 Primary (Filt + Cond)","CAP","423.51296414254","TON"
"Fuel Comb. Other","CT","09","New London","011","Volatile Organic Compounds","CAP","421.522748693","TON"
"Miscellaneous","CT","09","Litchfield","005","Carbon Monoxide","CAP","420.28542635634","TON"
"Highway Vehicles","CT","09","Hartford","003","PM10 Primary (Filt + Cond)","CAP","418.640390839","TON"
"Other Industrial Processes","CT","09","Hartford","003","Carbon Monoxide","CAP","413.327172","TON"
"Miscellaneous","CT","09","New London","011","Ammonia","CAP","403.549024","TON"
"Other Industrial Processes","CT","09","New Haven","009","Carbon Monoxide","CAP","398.947894","TON"
"Miscellaneous","CT","09","Tolland","013","Ammonia","CAP","396.3770919","TON"
"Fuel Comb. Industrial","CT","09","Hartford","003","PM10 Primary (Filt + Cond)","CAP","385.390352542","TON"
"Miscellaneous","CT","09","Fairfield","001","PM2.5 Primary (Filt + Cond)","CAP","376.58869798483","TON"
"Highway Vehicles","CT","09","New Haven","009","PM10 Primary (Filt + Cond)","CAP","368.628707691","TON"
"Miscellaneous","CT","09","Hartford","003","PM2.5 Primary (Filt + Cond)","CAP","368.32217756624","TON"
"Fuel Comb. Other","CT","09","Tolland","013","Nitrogen Oxides","CAP","366.086992547","TON"
"Fuel Comb. Other","CT","09","Fairfield","001","Sulfur Dioxide","CAP","335.6903745915","TON"
"Fuel Comb. Industrial","CT","09","Hartford","003","PM2.5 Primary (Filt + Cond)","CAP","335.477744814","TON"
"Miscellaneous","CT","09","Windham","015","Carbon Monoxide","CAP","329.19857496352","TON"
"Off-Highway","CT","09","Windham","015","Volatile Organic Compounds","CAP","325.7034167832","TON"
"Fuel Comb. Elec. Util.","CT","09","Middlesex","007","Nitrogen Oxides","CAP","317.077495","TON"
"Fuel Comb. Elec. Util.","CT","09","Fairfield","001","Nitrogen Oxides","CAP","316.8917792","TON"
"Miscellaneous","CT","09","Hartford","003","Ammonia","CAP","314.3650681","TON"
"Fuel Comb. Other","CT","09","New Haven","009","Sulfur Dioxide","CAP","313.425721561296","TON"
"Fuel Comb. Other","CT","09","Tolland","013","PM10 Primary (Filt + Cond)","CAP","312.587714","TON"
"Fuel Comb. Other","CT","09","Tolland","013","PM2.5 Primary (Filt + Cond)","CAP","309.001260922","TON"
"Fuel Comb. Other","CT","09","Tolland","013","Volatile Organic Compounds","CAP","305.5507221085","TON"
"Fuel Comb. Other","CT","09","Hartford","003","Sulfur Dioxide","CAP","303.96595880992","TON"
"Fuel Comb. Other","CT","09","Middlesex","007","PM10 Primary (Filt + Cond)","CAP","302.112315718","TON"
"Fuel Comb. Other","CT","09","Middlesex","007","Volatile Organic Compounds","CAP","297.848447758","TON"
"Fuel Comb. Other","CT","09","Middlesex","007","PM2.5 Primary (Filt + Cond)","CAP","297.123879493","TON"
"Miscellaneous","CT","09","New Haven","009","Ammonia","CAP","294.24325791","TON"
"Off-Highway","CT","09","Fairfield","001","PM10 Primary (Filt + Cond)","CAP","281.36420260646","TON"
"Fuel Comb. Industrial","CT","09","Fairfield","001","PM10 Primary (Filt + Cond)","CAP","276.587936435","TON"
"Miscellaneous","CT","09","New London","011","PM2.5 Primary (Filt + Cond)","CAP","273.70294105052","TON"
"Miscellaneous","CT","09","New Haven","009","PM2.5 Primary (Filt + Cond)","CAP","270.74766454585","TON"
"Waste Disposal & Recycling","CT","09","Hartford","003","Ammonia","CAP","270.00207688","TON"
"Fuel Comb. Industrial","CT","09","Middlesex","007","Nitrogen Oxides","CAP","266.856944365","TON"
"Off-Highway","CT","09","Fairfield","001","PM2.5 Primary (Filt + Cond)","CAP","264.77519221695","TON"
"Fuel Comb. Industrial","CT","09","New London","011","Nitrogen Oxides","CAP","264.46976483","TON"
"Off-Highway","CT","09","Tolland","013","Nitrogen Oxides","CAP","250.8272146991","TON"
"Fuel Comb. Other","CT","09","Windham","015","Volatile Organic Compounds","CAP","250.1289290718","TON"
"Fuel Comb. Other","CT","09","Windham","015","PM10 Primary (Filt + Cond)","CAP","249.663522154","TON"
"Off-Highway","CT","09","Tolland","013","Volatile Organic Compounds","CAP","249.2641774855","TON"
"Fuel Comb. Other","CT","09","Windham","015","Nitrogen Oxides","CAP","247.15850208","TON"
"Fuel Comb. Other","CT","09","Windham","015","PM2.5 Primary (Filt + Cond)","CAP","246.897828907","TON"
"Fuel Comb. Other","CT","09","Hartford","003","Ammonia","CAP","245.6809605515","TON"
"Fuel Comb. Industrial","CT","09","New Haven","009","PM10 Primary (Filt + Cond)","CAP","244.4100840255","TON"
"Fuel Comb. Industrial","CT","09","Fairfield","001","PM2.5 Primary (Filt + Cond)","CAP","243.170833181","TON"
"Miscellaneous","CT","09","Litchfield","005","PM2.5 Primary (Filt + Cond)","CAP","239.4381429878","TON"
"Fuel Comb. Industrial","CT","09","New London","011","Carbon Monoxide","CAP","238.309487582","TON"
"Fuel Comb. Elec. Util.","CT","09","Fairfield","001","Sulfur Dioxide","CAP","233.775821334","TON"
"Highway Vehicles","CT","09","Hartford","003","Ammonia","CAP","230.011844711","TON"
"Off-Highway","CT","09","Windham","015","Lead","CAP/HAP","227.18867524","LB"
"Off-Highway","CT","09","Windham","015","Nitrogen Oxides","CAP","221.5225159978","TON"
"Fuel Comb. Industrial","CT","09","Middlesex","007","Carbon Monoxide","CAP","219.1798026325","TON"
"Fuel Comb. Other","CT","09","Fairfield","001","Ammonia","CAP","217.731553189","TON"
"Off-Highway","CT","09","New London","011","Lead","CAP/HAP","216.4612445412","LB"
"Highway Vehicles","CT","09","Fairfield","001","Ammonia","CAP","215.345631812","TON"
"Miscellaneous","CT","09","Fairfield","001","Carbon Monoxide","CAP","214.8843773363","TON"
"Fuel Comb. Industrial","CT","09","New Haven","009","PM2.5 Primary (Filt + Cond)","CAP","212.8711368975","TON"
"Highway Vehicles","CT","09","New Haven","009","Ammonia","CAP","210.5556728014","TON"
"Miscellaneous","CT","09","Fairfield","001","Ammonia","CAP","203.8221314","TON"
"Waste Disposal & Recycling","CT","09","Fairfield","001","Lead","CAP/HAP","203.804842","LB"
"Fuel Comb. Other","CT","09","New Haven","009","Ammonia","CAP","203.619660728","TON"
"Off-Highway","CT","09","Hartford","003","PM10 Primary (Filt + Cond)","CAP","201.372843290488","TON"
"Fuel Comb. Elec. Util.","CT","09","Windham","015","Nitrogen Oxides","CAP","194.6486","TON"
"Miscellaneous","CT","09","New Haven","009","Carbon Monoxide","CAP","192.6354161444","TON"
"Off-Highway","CT","09","Hartford","003","PM2.5 Primary (Filt + Cond)","CAP","190.37706256313","TON"
